community_id,community_name,community_aliases,community_type,local_govt_council,ward,land_council,electorate,ntg_region,population_count,population_source,latitude,longitude,bushtel_url,Mobile_Coverage_Listed,Coverage_Match_Status,Coverage_Match_Method,Coverage_Matched_Input_Name,Coverage_Match_Distance_km,Coverage_SITE NAME,Coverage_SITE TYPE,Coverage_POPULATION,Coverage_MACRO CELL,Coverage_SMALL CELL,Coverage_PROXIMITY TO CELL,Coverage_PROVIDER,Coverage_LATITUDE,Coverage_LONGITUDE,Nearest_Telstra_km,Nearest_Telstra_Technology,Nearest_Telstra_Active_Bands,Nearest_Telstra_Year,Nearest_Telstra_MNO,Nearest_Telstra_RFNSA ID,Nearest_Telstra_Latitude,Nearest_Telstra_Longitude,Nearest_Telstra_GSM900,Nearest_Telstra_IoT700,Nearest_Telstra_LTE700,Nearest_Telstra_LTE850,Nearest_Telstra_LTE1800,Nearest_Telstra_LTE2100,Nearest_Telstra_LTE2600,Nearest_Telstra_NR700,Nearest_Telstra_NR850,Nearest_Telstra_NR2100,Nearest_Telstra_NR2600,Nearest_Telstra_NR3600,Nearest_Telstra_NR26000,Nearest_Telstra_Co_funded,Nearest_Telstra_Co_contribution_program,Nearest_Telstra_Round,Nearest_Optus_km,Nearest_Optus_Technology,Nearest_Optus_Active_Bands,Nearest_Optus_Year,Nearest_Optus_MNO,Nearest_Optus_RFNSA ID,Nearest_Optus_Latitude,Nearest_Optus_Longitude,Nearest_Optus_NBIoT700,Nearest_Optus_UMTS900,Nearest_Optus_UMTS2100,Nearest_Optus_LTE700,Nearest_Optus_LTE900,Nearest_Optus_LTE1800,Nearest_Optus_LTE2100,Nearest_Optus_LTE2300,Nearest_Optus_LTE2600,Nearest_Optus_NR700,Nearest_Optus_NR900,Nearest_Optus_NR2100,Nearest_Optus_NR2300,Nearest_Optus_NR3500,Nearest_Optus_NR26000,Nearest_Optus_Co_funded,Nearest_Optus_Co_contribution_program,Nearest_Optus_Round,Nearest_TPG_km,Nearest_TPG_Technology,Nearest_TPG_Active_Bands,Nearest_TPG_Year,Nearest_TPG_MNO,Nearest_TPG_RFNSA ID,Nearest_TPG_Latitude,Nearest_TPG_Longitude,Nearest_TPG_NBIoT850,Nearest_TPG_LTE700,Nearest_TPG_LTE850,Nearest_TPG_LTE1800,Nearest_TPG_LTE2100,Nearest_TPG_NR700,Nearest_TPG_NR1800,Nearest_TPG_NR2100,Nearest_TPG_NR3600,Nearest_TPG_NR26000,Nearest_TPG_Co_funded,Nearest_TPG_Co_contribution_program,Nearest_TPG_Round,Nearest_Any_Site_km,Nearest_Any_Provider,Infrastructure_Isolation_Rank,Nearest_Primary_School,Nearest_Primary_School_km,Nearest_Primary_School_Type,Nearest_Primary_School_Sector,Nearest_Primary_School_Remoteness,Nearest_Primary_School_Campus_Type,Nearest_Primary_School_Special,Nearest_Primary_School_Latitude,Nearest_Primary_School_Longitude,Nearest_Primary_ACARA_SML_ID,Nearest_Primary_Location_AGE_ID,Nearest_Primary_School_AGE_ID,Nearest_Primary_Rolled_School_ID,Nearest_Secondary_School,Nearest_Secondary_School_km,Nearest_Secondary_School_Type,Nearest_Secondary_School_Sector,Nearest_Secondary_School_Remoteness,Nearest_Secondary_School_Campus_Type,Nearest_Secondary_School_Special,Nearest_Secondary_School_Latitude,Nearest_Secondary_School_Longitude,Nearest_Secondary_ACARA_SML_ID,Nearest_Secondary_Location_AGE_ID,Nearest_Secondary_School_AGE_ID,Nearest_Secondary_Rolled_School_ID,Secondary_vs_Mobile_Distance_Difference_km,Primary_vs_Mobile_Distance_Difference_km,Mobile_Further_Than_Primary,Mobile_Further_Than_Secondary,Secondary_Over_50km,Mobile_Site_Over_50km,Education_Mobile_Isolation_Review,ILOC_CODE_2021,ILOC_NAME_2021,IAREA_CODE_2021,IAREA_NAME_2021,IREG_CODE_2021,IREG_NAME_2021,ILOC_STATE_CODE_2021,ILOC_STATE_NAME_2021,ILOC_AREA_SQKM_2021,ILOC_Match_Method,ILOC_Match_Status,ILOC_Indigenous_Population_Male,ILOC_Indigenous_Population_Female,ILOC_Indigenous_Population,ILOC_Indigenous_Age_0_4,ILOC_Indigenous_Age_5_14,ILOC_Indigenous_Age_15_24,ILOC_Indigenous_Age_25_44,ILOC_Indigenous_Age_45_64,ILOC_Indigenous_Age_65_Plus,ILOC_Indigenous_Median_Age,ILOC_Indigenous_Median_Personal_Income_Weekly,ILOC_Indigenous_Household_Median_Income_Weekly,ILOC_Indigenous_Household_Avg_Persons_Per_Bedroom,ILOC_Indigenous_Household_Avg_Size,ILOC_Indigenous_Dwellings_Needing_Extra_Bedrooms_Pct,ILOC_Indigenous_Preschool_Students,ILOC_Indigenous_Primary_Students,ILOC_Indigenous_Secondary_Students,ILOC_Indigenous_Persons_Age_15_Plus,ILOC_Indigenous_Employed,ILOC_Indigenous_Unemployed,ILOC_Indigenous_Labour_Force,ILOC_Indigenous_Not_In_Labour_Force,ILOC_Indigenous_Unemployment_Pct,ILOC_Indigenous_Labour_Force_Participation_Pct,ILOC_Indigenous_Employment_To_Population_Pct,ILOC_Indigenous_Age_0_14,Demographic_Source,Demographic_Geography_Type,Demographic_Census_Year
489,GALAWDJAPIN,"GALADJAPIN,GALATJAPAN",Family Outstation,EAST ARNHEM,BIRR RAWARRANG,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,12.0,Homelands Service Provider Report 2023,-12.28695,134.81751,https://bushtel.nt.gov.au/profile/489,Yes,Confirmed,Primary name,GALAWDJAPIN,0.0,GALAWDJAPIN,COMMUNITY,12.0,,,YES,TELSTRA,-12.28695,134.81751,12.692081127351669,4G/LTE + 5G/NR + IoT,"IoT700, LTE700, LTE850, LTE2600, NR850, NR2600",2025,Telstra,822003,-12.32833,134.92639,,Y,Y,Y,,,Y,,Y,,Y,,,Y,REGIONAL CO-INVESTMENT: RCP - TX Upgrade,1.0,202.52797562473043,3G/UMTS + 4G/LTE,"UMTS900, LTE700",2025,Optus,822106,-12.42654,132.95842,,Y,,Y,,,,,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),5.0,399.2530665359393,4G/LTE,"LTE850, LTE1800, LTE2100",2025,TPG,836002,-12.55419,131.15106,,,Y,Y,Y,,,,,,,,,12.692081127351669,Telstra,459,Ramingining School,12.595923398168171,Combined,Government,Very Remote,School Single Entity,0,-12.32641,134.92619,50065,47963.0,7963.0,50065,Ramingining School,12.595923398168171,Combined,Government,Very Remote,School Single Entity,0,-12.32641,134.92619,50065,47963.0,7963.0,50065,-0.0961577291834956,-0.0961577291834956,Yes,Yes,No,No,,70600705,Ramingining - Milingimbi Outstations,706007,Ramingining - Milingimbi and Outstations,706,Nhulunbuy,7,Northern Territory,11429.1805,Within polygon,Matched,85,80,169,3,31,36,53,40,11,30,247,1187,1.7,5.6,61.5,7,21,8,134,25,26,47,80,46.8,34.6,18.4,34,ABS 2021 Census Indigenous Profile,Indigenous Location (ILOC),2021
495,GALUPA,"KINGS VILLAGE,WARDJUK",Family Outstation,EAST ARNHEM,GUMURR MIWATJ,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,,Not recorded,-12.1925,136.6892,https://bushtel.nt.gov.au/profile/495,Not listed,Not confirmed,,,,,,,,,,,,,0.3415191252690361,4G/LTE + IoT,"IoT700, LTE700",2025,Telstra,880001,-12.19105,136.69197,,Y,Y,,,,,,,,,,,,,,9.60949832501569,4G/LTE + IoT,"NBIoT700, LTE700, LTE2600",2025,Optus,880003,-12.181375,136.776877,Y,,,Y,,,,,Y,,,,,,,,,,602.8409952642431,4G/LTE,"LTE850, LTE1800, LTE2100",2025,TPG,836002,-12.55419,131.15106,,,Y,Y,Y,,,,,,,,,0.3415191252690361,Telstra,622,Dhupuma Barker,3.361155639539078,Primary,Independent,Very Remote,School Single Entity,0,-12.21816265,136.7055423,53009,87701.0,87700.0,53009,Nhulunbuy High School,10.212733026138162,Secondary,Government,Very Remote,School Single Entity,0,-12.18676,136.78298,50002,55089.0,15089.0,50002,9.871213900869126,3.019636514270042,No,No,No,No,,70600502,Nhulunbuy,706005,Nhulunbuy - Gunyangara,706,Nhulunbuy,7,Northern Territory,82.6171,Within polygon,Matched,196,177,371,27,74,76,132,56,11,27,597,2525,1.1,3.3,12.9,5,38,60,275,127,9,131,140,5.3,48.2,45.6,101,ABS 2021 Census Indigenous Profile,Indigenous Location (ILOC),2021
315,GAMARDI,"GAMEDI,JIMARDE",Family Outstation,WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,55.0,Homelands Service Provider Report 2023,-12.27398,134.68321,https://bushtel.nt.gov.au/profile/315,Not listed,Not confirmed,,,,,,,,,,,,,27.10200736190956,4G/LTE + 5G/NR + IoT,"IoT700, LTE700, LTE850, LTE2600, NR850, NR2600",2025,Telstra,822003,-12.32833,134.92639,,Y,Y,Y,,,Y,,Y,,Y,,,Y,REGIONAL CO-INVESTMENT: RCP - TX Upgrade,1.0,188.11592448505647,3G/UMTS + 4G/LTE,"UMTS900, LTE700",2025,Optus,822106,-12.42654,132.95842,,Y,,Y,,,,,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),5.0,384.83498857294376,4G/LTE,"LTE850, LTE1800, LTE2100",2025,TPG,836002,-12.55419,131.15106,,,Y,Y,Y,,,,,,,,,27.10200736190956,Telstra,307,Ramingining School,27.03407755700456,Combined,Government,Very Remote,School Single Entity,0,-12.32641,134.92619,50065,47963.0,7963.0,50065,Ramingining School,27.03407755700456,Combined,Government,Very Remote,School Single Entity,0,-12.32641,134.92619,50065,47963.0,7963.0,50065,-0.0679298049050025,-0.0679298049050025,Yes,Yes,No,No,,70400302,Maningrida Outstations,704003,Maningrida and Outstations,704,Jabiru - Tiwi,7,Northern Territory,9758.0375,Within polygon,Matched,170,195,366,23,65,77,131,58,11,26,207,900,2.1,5.9,72.3,4,34,42,283,10,22,35,226,60.6,11.8,4.6,88,ABS 2021 Census Indigenous Profile,Indigenous Location (ILOC),2021
316,GAMARGAWAN,"GAMARGWAN,GAMARRGAWAN",Family Outstation,WEST ARNHEM,GUNBALANYA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,12.0,Homelands Service Provider Report 2023,-12.64914,134.07646,https://bushtel.nt.gov.au/profile/316,Not listed,Not confirmed,,,,,,,,,,,,,68.127757759004,4G/LTE + 5G/NR + IoT,"IoT700, LTE700, LTE850, LTE1800, LTE2100, LTE2600, NR850, NR2600",2025,Telstra,822008,-12.05532,134.23091,,Y,Y,Y,Y,Y,Y,,Y,,Y,,,Y,REGIONAL CO-INVESTMENT: RCP - TX Upgrade,1.0,123.85420227631356,3G/UMTS + 4G/LTE,"UMTS900, LTE700",2025,Optus,822106,-12.42654,132.95842,,Y,,Y,,,,,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),5.0,317.36819468283534,4G/LTE,"LTE850, LTE1800, LTE2100",2025,TPG,836004,-12.613261,131.151729,,,Y,Y,Y,,,,,,,,,68.127757759004,Telstra,58,Nawarddeken Academy Manmoyi School,12.343148614267465,Combined,Independent,Very Remote,School Single Entity,0,-12.54418519,134.1134967,53058,87768.0,87763.0,53058,Nawarddeken Academy Manmoyi School,12.343148614267465,Combined,Independent,Very Remote,School Single Entity,0,-12.54418519,134.1134967,53058,87768.0,87763.0,53058,-55.784609144736535,-55.784609144736535,Yes,Yes,No,Yes,,70400401,Cobourg Peninsula - Demed Homelands,704004,North-West Arnhem,704,Jabiru - Tiwi,7,Northern Territory,23675.7318,Within polygon,Matched,145,127,279,27,57,40,102,44,3,27,239,1218,2.4,5.6,70.3,4,34,22,190,45,3,48,138,8.3,24.7,22.7,84,ABS 2021 Census Indigenous Profile,Indigenous Location (ILOC),2021
1024,GANIYARRANG,"GUNIARA,KANNIYARANG,ROSS HILL",Family Outstation,ROPER GULF,YUGUL MANGI,NORTHERN LAND COUNCIL,ARNHEM,BIG RIVERS,,Not recorded,-14.475,135.02131,https://bushtel.nt.gov.au/profile/1024,Not listed,Not confirmed,,,,,,,,,,,,,42.317855824669614,4G/LTE + IoT,"IoT700, LTE700, LTE2600",2025,Telstra,852002,-14.73361,134.73278,,Y,Y,,,,Y,,,,,,,,,,200.8765224118932,3G/UMTS + 4G/LTE,"UMTS900, LTE700",2025,Optus,852113,-14.9541,133.2204,,Y,,Y,,,,,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),5.0,466.7109682366834,4G/LTE,"LTE850, LTE1800, LTE2100",2025,TPG,836004,-12.613261,131.151729,,,Y,Y,Y,,,,,,,,,42.317855824669614,Telstra,177,Ngukurr School,41.916559869834806,Combined,Government,Very Remote,School Single Entity,0,-14.7285,134.733,50063,47959.0,7959.0,50063,Ngukurr School,41.916559869834806,Combined,Government,Very Remote,School Single Entity,0,-14.7285,134.733,50063,47959.0,7959.0,50063,-0.4012959548348078,-0.4012959548348078,Yes,Yes,No,No,,70500405,Yugul Mangi Outstations,705004,Gulf,705,Katherine,7,Northern Territory,32782.3489,Within polygon,Matched,12,17,24,0,0,3,11,9,0,38,177,687,1.9,4.5,66.7,0,0,0,24,0,4,3,17,40.0,20.0,12.0,0,ABS 2021 Census Indigenous Profile,Indigenous Location (ILOC),2021
499,GANPURA,"BAPULU,GANABURRA,GANPURRA",Family Outstation,EAST ARNHEM,GUMURR MARTHAKAL,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,5.0,Homelands Service Provider Report 2023,-11.88523,135.81235,https://bushtel.nt.gov.au/profile/499,Not listed,Not confirmed,,,,,,,,,,,,,31.063092765828834,4G/LTE + 5G/NR + IoT,"IoT700, LTE700, LTE850, LTE2600, NR850, NR2600",2025,Telstra,822005,-12.02483,135.56501,,Y,Y,Y,,,Y,,Y,,Y,,,,,,109.94128923344664,4G/LTE + IoT,"NBIoT700, LTE700, LTE2600",2025,Optus,880003,-12.181375,136.776877,Y,,,Y,,,,,Y,,,,,,,,,,511.9919943631692,4G/LTE,"LTE850, LTE1800, LTE2100",2025,TPG,836002,-12.55419,131.15106,,,Y,Y,Y,,,,,,,,,31.063092765828834,Telstra,260,Gawa Christian School,17.14784524422657,Combined,Independent,Very Remote,School Single Entity,0,-11.759762,135.903958,50163,58020.0,18020.0,50163,Gawa Christian School,17.14784524422657,Combined,Independent,Very Remote,School Single Entity,0,-11.759762,135.903958,50163,58020.0,18020.0,50163,-13.915247521602264,-13.915247521602264,Yes,Yes,No,No,,70600402,Marthakal Homelands exc. Galiwinku,706004,Marthakal Homelands - Galiwinku,706,Nhulunbuy,7,Northern Territory,5177.5161,Within polygon,Matched,204,224,425,32,93,102,113,79,18,23,281,1312,1.8,5.7,64.7,8,68,36,308,27,25,58,245,43.6,18.0,10.2,125,ABS 2021 Census Indigenous Profile,Indigenous Location (ILOC),2021
963,GARANYDJIRR,No aliases recorded with NTG DIPL,Family Outstation,EAST ARNHEM,BIRR RAWARRANG,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,8.0,Homelands Service Provider Report 2023,-12.28204,135.02095,https://bushtel.nt.gov.au/profile/963,Yes,Confirmed,Primary name,GARANYDJIRR,0.0,GARANYDJIRR,COMMUNITY,6.0,,,YES,TELSTRA,-12.28204,135.02095,11.490403355480488,4G/LTE + 5G/NR + IoT,"IoT700, LTE700, LTE850, LTE2600, NR850, NR2600",2025,Telstra,822003,-12.32833,134.92639,,Y,Y,Y,,,Y,,Y,,Y,,,Y,REGIONAL CO-INVESTMENT: RCP - TX Upgrade,1.0,191.1456851754149,4G/LTE + IoT,"NBIoT700, LTE700, LTE2600",2025,Optus,880003,-12.181375,136.776877,Y,,,Y,,,,,Y,,,,,,,,,,421.32930096992914,4G/LTE,"LTE850, LTE1800, LTE2100",2025,TPG,836002,-12.55419,131.15106,,,Y,Y,Y,,,,,,,,,11.490403355480488,Telstra,476,Ramingining School,11.415989538532369,Combined,Government,Very Remote,School Single Entity,0,-12.32641,134.92619,50065,47963.0,7963.0,50065,Ramingining School,11.415989538532369,Combined,Government,Very Remote,School Single Entity,0,-12.32641,134.92619,50065,47963.0,7963.0,50065,-0.0744138169481214,-0.0744138169481214,Yes,Yes,No,No,,70600705,Ramingining - Milingimbi Outstations,706007,Ramingining - Milingimbi and Outstations,706,Nhulunbuy,7,Northern Territory,11429.1805,Within polygon,Matched,85,80,169,3,31,36,53,40,11,30,247,1187,1.7,5.6,61.5,7,21,8,134,25,26,47,80,46.8,34.6,18.4,34,ABS 2021 Census Indigenous Profile,Indigenous Location (ILOC),2021
993,GARRINJINNY,GARRINJINI,Family Outstation,ROPER GULF,SOUTH WEST GULF,NORTHERN LAND COUNCIL,BARKLY,BIG RIVERS,8.0,Homelands Service Provider Report 2023,-16.67496,135.64751,https://bushtel.nt.gov.au/profile/993,Not listed,Not confirmed,,,,,,,,,,,,,8.493425779786486,4G/LTE + IoT,"IoT700, LTE700",2025,Telstra,852089,-16.6839,135.7267,,Y,Y,,,,,,,,,,,,,,8.465936750058656,3G/UMTS,UMTS900,2025,Optus,852089,-16.6834,135.7265,,Y,,,,,,,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),2.0,606.4091634261767,4G/LTE,LTE850,2025,TPG,4825002,-20.73424,139.49366,,,Y,,,,,,,,,,,8.465936750058656,Optus,521,Kiana School,85.0209076022604,Combined,Government,Very Remote,School Single Entity,0,-17.24244,136.18325,40341,56558.0,16558.0,40341,Kiana School,85.0209076022604,Combined,Government,Very Remote,School Single Entity,0,-17.24244,136.18325,40341,56558.0,16558.0,40341,76.55497085220173,76.55497085220173,No,No,Yes,No,,70500401,Mabunji - Mungoorbada Outstations,705004,Gulf,705,Katherine,7,Northern Territory,55041.1368,Within polygon,Matched,62,43,104,7,17,23,30,21,8,30,407,916,1.9,3.6,48.1,4,12,3,79,23,9,28,52,22.2,34.6,26.9,24,ABS 2021 Census Indigenous Profile,Indigenous Location (ILOC),2021
504,GARRIYAK,"GARRANDNGJUR,GARRIYAKNGURR,GIARRIYAKGUR",Family Outstation,EAST ARNHEM,GUMURR MARTHAKAL,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,,Not recorded,-12.14861,135.56284,https://bushtel.nt.gov.au/profile/504,Not listed,Not confirmed,,,,,,,,,,,,,13.765749215827212,4G/LTE + 5G/NR + IoT,"IoT700, LTE700, LTE850, LTE2600, NR850, NR2600",2025,Telstra,822005,-12.02483,135.56501,,Y,Y,Y,,,Y,,Y,,Y,,,,,,132.01377908080002,4G/LTE + IoT,"NBIoT700, LTE700, LTE2600",2025,Optus,880003,-12.181375,136.776877,Y,,,Y,,,,,Y,,,,,,,,,,481.3244568430296,4G/LTE,"LTE850, LTE1800, LTE2100",2025,TPG,836002,-12.55419,131.15106,,,Y,Y,Y,,,,,,,,,13.765749215827212,Telstra,442,Shepherdson College,13.358872608323038,Combined,Government,Very Remote,School Single Entity,0,-12.02856,135.56757,50066,55931.0,15931.0,50066,Shepherdson College,13.358872608323038,Combined,Government,Very Remote,School Single Entity,0,-12.02856,135.56757,50066,55931.0,15931.0,50066,-0.4068766075041736,-0.4068766075041736,Yes,Yes,No,No,,70600402,Marthakal Homelands exc. Galiwinku,706004,Marthakal Homelands - Galiwinku,706,Nhulunbuy,7,Northern Territory,5177.5161,Within polygon,Matched,204,224,425,32,93,102,113,79,18,23,281,1312,1.8,5.7,64.7,8,68,36,308,27,25,58,245,43.6,18.0,10.2,125,ABS 2021 Census Indigenous Profile,Indigenous Location (ILOC),2021
505,GARRTHALALA,GARRTBALALA,Family Outstation,EAST ARNHEM,GUMURR MIWATJ,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,54.0,Homelands Service Provider Report 2023,-12.76305,136.56918,https://bushtel.nt.gov.au/profile/505,Not listed,Not confirmed,,,,,,,,,,,,,49.08975843466113,4G/LTE + IoT,"IoT700, LTE700",2025,Telstra,880016,-12.38241,136.79831,,Y,Y,,,,,,,,,,,,,,68.4975616379587,4G/LTE + IoT,"NBIoT700, LTE700, LTE2600",2025,Optus,880003,-12.181375,136.776877,Y,,,Y,,,,,Y,,,,,,,,,,587.908640691195,4G/LTE,"LTE850, LTE1800, LTE2100",2025,TPG,836004,-12.613261,131.151729,,,Y,Y,Y,,,,,,,,,49.08975843466113,Telstra,136,Baniyala Garrangali School,61.21170928220288,Combined,Government,Very Remote,School Single Entity,0,-13.2004,136.2261,50139,67690.0,27690.0,50139,Baniyala Garrangali School,61.21170928220288,Combined,Government,Very Remote,School Single Entity,0,-13.2004,136.2261,50139,67690.0,27690.0,50139,12.121950847541754,12.121950847541754,No,No,Yes,No,,70600304,Laynhapuy,706003,Laynhapuy - Gumatj Homelands,706,Nhulunbuy,7,Northern Territory,5255.6095,Within polygon,Matched,112,87,204,13,32,38,65,46,16,31,262,1187,1.7,4.6,52.6,4,17,12,161,24,7,30,114,23.1,16.0,12.3,45,ABS 2021 Census Indigenous Profile,Indigenous Location (ILOC),2021
507,GATJI,"GADJI,GARTJI",Family Outstation,EAST ARNHEM,BIRR RAWARRANG,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,4.0,Homelands Service Provider Report 2023,-12.27306,134.82029,https://bushtel.nt.gov.au/profile/507,Not listed,Not confirmed,,,,,,,,,,,,,13.062961622082986,4G/LTE + 5G/NR + IoT,"IoT700, LTE700, LTE850, LTE2600, NR850, NR2600",2025,Telstra,822003,-12.32833,134.92639,,Y,Y,Y,,,Y,,Y,,Y,,,Y,REGIONAL CO-INVESTMENT: RCP - TX Upgrade,1.0,202.9584236019236,3G/UMTS + 4G/LTE,"UMTS900, LTE700",2025,Optus,822106,-12.42654,132.95842,,Y,,Y,,,,,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),5.0,399.6825065963272,4G/LTE,"LTE850, LTE1800, LTE2100",2025,TPG,836002,-12.55419,131.15106,,,Y,Y,Y,,,,,,,,,13.062961622082986,Telstra,452,Ramingining School,12.944608564406945,Combined,Government,Very Remote,School Single Entity,0,-12.32641,134.92619,50065,47963.0,7963.0,50065,Ramingining School,12.944608564406945,Combined,Government,Very Remote,School Single Entity,0,-12.32641,134.92619,50065,47963.0,7963.0,50065,-0.1183530576760425,-0.1183530576760425,Yes,Yes,No,No,,70600705,Ramingining - Milingimbi Outstations,706007,Ramingining - Milingimbi and Outstations,706,Nhulunbuy,7,Northern Territory,11429.1805,Within polygon,Matched,85,80,169,3,31,36,53,40,11,30,247,1187,1.7,5.6,61.5,7,21,8,134,25,26,47,80,46.8,34.6,18.4,34,ABS 2021 Census Indigenous Profile,Indigenous Location (ILOC),2021
508,GAWA,No aliases recorded with NTG DIPL,Family Outstation,EAST ARNHEM,GUMURR MARTHAKAL,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,19.0,Homelands Service Provider Report 2023,-11.76032,135.90485,https://bushtel.nt.gov.au/profile/508,Not listed,Not confirmed,,,,,,,,,,,,,47.24834028033859,4G/LTE + 5G/NR + IoT,"IoT700, LTE700, LTE850, LTE2600, NR850, NR2600",2025,Telstra,822005,-12.02483,135.56501,,Y,Y,Y,,,Y,,Y,,Y,,,,,,105.78152918526764,4G/LTE + IoT,"NBIoT700, LTE700, LTE2600",2025,Optus,880003,-12.181375,136.776877,Y,,,Y,,,,,Y,,,,,,,,,,524.2178839423202,4G/LTE,"LTE850, LTE1800, LTE2100",2025,TPG,836002,-12.55419,131.15106,,,Y,Y,Y,,,,,,,,,47.24834028033859,Telstra,145,Gawa Christian School,0.1152346017392247,Combined,Independent,Very Remote,School Single Entity,0,-11.759762,135.903958,50163,58020.0,18020.0,50163,Gawa Christian School,0.1152346017392247,Combined,Independent,Very Remote,School Single Entity,0,-11.759762,135.903958,50163,58020.0,18020.0,50163,-47.13310567859936,-47.13310567859936,Yes,Yes,No,No,,70600402,Marthakal Homelands exc. Galiwinku,706004,Marthakal Homelands - Galiwinku,706,Nhulunbuy,7,Northern Territory,5177.5161,Within polygon,Matched,204,224,425,32,93,102,113,79,18,23,281,1312,1.8,5.7,64.7,8,68,36,308,27,25,58,245,43.6,18.0,10.2,125,ABS 2021 Census Indigenous Profile,Indigenous Location (ILOC),2021
509,GIKAL,No aliases recorded with NTG DIPL,Family Outstation,EAST ARNHEM,GUMURR MARTHAKAL,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,,Not recorded,-12.05218,136.32037,https://bushtel.nt.gov.au/profile/509,Not listed,Not confirmed,,,,,,,,,,,,,43.249376878216246,4G/LTE + IoT,"IoT700, LTE700",2025,Telstra,880001,-12.19105,136.69197,,Y,Y,,,,,,,,,,,,,,51.66777142074031,4G/LTE + IoT,"NBIoT700, LTE700, LTE2600",2025,Optus,880003,-12.181375,136.776877,Y,,,Y,,,,,Y,,,,,,,,,,564.357514916134,4G/LTE,"LTE850, LTE1800, LTE2100",2025,TPG,836002,-12.55419,131.15106,,,Y,Y,Y,,,,,,,,,43.249376878216246,Telstra,171,Dhupuma Barker,45.7593888320905,Primary,Independent,Very Remote,School Single Entity,0,-12.21816265,136.7055423,53009,87701.0,87700.0,53009,Nhulunbuy High School,52.47256831139431,Secondary,Government,Very Remote,School Single Entity,0,-12.18676,136.78298,50002,55089.0,15089.0,50002,9.223191433178066,2.5100119538742547,No,No,Yes,No,,70600402,Marthakal Homelands exc. Galiwinku,706004,Marthakal Homelands - Galiwinku,706,Nhulunbuy,7,Northern Territory,5177.5161,Within polygon,Matched,204,224,425,32,93,102,113,79,18,23,281,1312,1.8,5.7,64.7,8,68,36,308,27,25,58,245,43.6,18.0,10.2,125,ABS 2021 Census Indigenous Profile,Indigenous Location (ILOC),2021
38,GILBERT SPRINGS,LTALALTUMA,Family Outstation,MACDONNELL,LJIRAPINTA,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,,Not recorded,-23.97177,132.48073,https://bushtel.nt.gov.au/profile/38,Not listed,Not confirmed,,,,,,,,,,,,,30.266357131483527,4G/LTE + IoT,"IoT700, LTE700, LTE2600",2025,Telstra,872034,-23.94213,132.77681,,Y,Y,,,,Y,,,,,,,,,,27.95372293710945,3G/UMTS + 4G/LTE,"UMTS900, LTE700",2025,Optus,872189,-24.056241,132.739943,,Y,,Y,,,,,,,,,,,,Y,Federal Mobile Black Spot Program (MBSP),4.0,805.8757591415774,4G/LTE,LTE850,2025,TPG,4825002,-20.73424,139.49366,,,Y,,,,,,,,,,,27.95372293710945,Optus,297,Areyonga School,24.20852199056648,Combined,Government,Very Remote,School Single Entity,0,-24.0737,132.27011,50078,47881.0,7881.0,50078,Areyonga School,24.20852199056648,Combined,Government,Very Remote,School Single Entity,0,-24.0737,132.27011,50078,47881.0,7881.0,50078,-3.745200946542969,-3.745200946542969,Yes,Yes,No,No,,70901403,Tjuwanpa Outstations,709014,West MacDonnell Ranges,709,Apatula,7,Northern Territory,15970.5215,Within polygon,Matched,90,98,188,21,38,31,60,36,8,27,352,1166,1.5,4.3,51.2,0,21,12,134,28,19,47,85,43.5,34.6,19.5,59,ABS 2021 Census Indigenous Profile,Indigenous Location (ILOC),2021
